state,year,max,mean
Utah,2020,262874.9401041667,27.247655868530273
Utah,2021,281310.3463541667,29.154401143391926
Utah,2022,284979.8489583333,29.51909653345744
Virginia,2000,459904.6692708333,29.392799695332844
Virginia,2001,452908.9895833333,28.94972276687622
Virginia,2002,457156.359375,31.87766170501709
Virginia,2003,462016.4088541667,32.2162291208903
Virginia,2004,467742.2083333333,29.041532198588055
Virginia,2005,473091.3619791667,31.880473136901855
Virginia,2006,463609.0130208333,31.248070240020752
Virginia,2007,471047.0026041667,31.739494641621906
Virginia,2008,456112.5989583333,30.720380942026775
Virginia,2009,427787.5520833333,28.769089063008625
Virginia,2010,439255.3463541667,28.669158776601154
Virginia,2011,427123.3385416667,27.884130318959553
Virginia,2012,414322.2161458333,27.067643483479817
Virginia,2013,424056.7734375,27.705905437469482
Virginia,2014,427891.9947916667,27.968855222066242
Virginia,2015,419218.9401041667,27.40751616160075
Virginia,2016,410952.1848958333,26.869569301605225
Virginia,2017,405933.0989583333,26.546811898549397
Virginia,2018,418743.2942708333,27.37325668334961
Virginia,2019,411069.0052083333,26.883392492930096
Virginia,2020,370814.3515625,24.269949913024902
Virginia,2021,396819.546875,25.967775185902912
Virginia,2022,401995.7994791667,26.29054323832194
Washington,2000,268780.2278645833,19.55230776468913
Washington,2001,264691.7760416667,19.260147412618
Washington,2002,267177.5846354167,31.314429759979248
Washington,2003,270017.9583333333,31.68381865819295
Washington,2004,273368.6354166667,18.87988297144572
Washington,2005,276490.9622395833,24.642359574635822
Washington,2006,270949.15625,24.170953114827473
Washington,2007,275296.1744791667,24.54081090291341
Washington,2008,266567.9856770833,23.747636795043945
Washington,2009,250013.83072916666,22.230009237925213
Washington,2010,256710.28515625,15.253130356470743
Washington,2011,249620.078125,14.84345285097758
Washington,2012,242138.828125,14.420477390289307
Washington,2013,247827.90885416666,14.759873231252035
Washington,2014,250069.29817708334,14.909217278162638
Washington,2015,245000.58463541666,14.617383559544882
Washington,2016,240169.30729166666,14.348846117655436
Washington,2017,237236.04947916666,14.1971386273702
Washington,2018,244722.60286458334,14.631211042404175
Washington,2019,240237.578125,14.378578821818033
Washington,2020,216711.88932291666,12.987295150756836
Washington,2021,231909.88541666666,13.883047501246134
Washington,2022,234935.00260416666,14.054696798324585
West Virginia,2000,459904.6692708333,38.78971481323242
West Virginia,2001,452908.9895833333,38.20266183217367
West Virginia,2002,457156.359375,41.216105461120605
West Virginia,2003,462016.4088541667,41.65403938293457
West Virginia,2004,467742.2083333333,38.36927763621012
West Virginia,2005,473091.3619791667,41.147769927978516
West Virginia,2006,463609.0130208333,40.327301343282066
West Virginia,2007,471047.0026041667,40.96787357330322
West Virginia,2008,456112.5989583333,39.66068426767985
West Virginia,2009,427787.5520833333,37.169487635294594
West Virginia,2010,439255.3463541667,37.58614953358968
West Virginia,2011,427123.3385416667,36.55282338460287
West Virginia,2012,414322.2161458333,35.47083600362142
West Virginia,2013,424056.7734375,36.305850664774574
West Virginia,2014,427891.9947916667,36.64290904998779
West Virginia,2015,419218.9401041667,35.90410232543945
West Virginia,2016,410952.1848958333,35.19786389668783
West Virginia,2017,405933.0989583333,34.77178637186686
West Virginia,2018,418743.2942708333,35.8611421585083
West Virginia,2019,411069.0052083333,35.21222241719564
West Virginia,2020,370814.3515625,31.77748664220174
West Virginia,2021,396819.546875,34.00306415557861
West Virginia,2022,401995.7994791667,34.435378551483154
