datetime_UTC,yyyy,mm,dd,HH,first_valid_minute,last_valid_minute,average_measurement_time,latitude,longitude,elevation_m,intake_height_m,ch4_ppb,ch4_uncertainty,ch4_SD_raw,ch4_n_raw,ch4_SD_minutes,ch4_n_minutes,ch4_min,ch4_max,ch4_flags
2017-01-01T00Z,2017,1,1,0,2017-01-01T00:01:00Z,2017-01-01T00:59:00Z,2017-01-01T00:47:53Z,34.284,-118.473,391,31,1946.72,0.63,6.4,443.0,5.73,18.0,1934.35,1962.94,...
2017-01-01T01Z,2017,1,1,1,2017-01-01T01:00:00Z,2017-01-01T01:59:00Z,2017-01-01T01:45:30Z,34.284,-118.473,391,31,1960.21,0.64,4.95,467.0,4.98,19.0,1947.08,1968.05,...
2017-01-01T02Z,2017,1,1,2,2017-01-01T02:00:00Z,2017-01-01T02:01:00Z,2017-01-01T02:00:30Z,34.284,-118.473,391,31,NaN,NaN,NaN,48.0,NaN,2.0,NaN,NaN,...
2017-01-01T03Z,2017,1,1,3,2017-01-01T03:02:00Z,2017-01-01T03:21:00Z,2017-01-01T03:11:30Z,34.284,-118.473,391,31,2071.03,0.88,140.84,471.0,139.67,19.0,1969.47,2424.49,...
2017-01-01T04Z,2017,1,1,4,2017-01-01T04:02:00Z,2017-01-01T04:21:00Z,2017-01-01T04:11:30Z,34.284,-118.473,391,31,3220.98,4.07,362.93,475.0,366.85,19.0,2571.78,3769.78,...
2017-01-01T05Z,2017,1,1,5,2017-01-01T05:02:00Z,2017-01-01T05:21:00Z,2017-01-01T05:11:30Z,34.284,-118.473,391,31,2796.58,2.83,204.58,470.0,208.28,19.0,2482.35,3177.0,...
2017-01-01T06Z,2017,1,1,6,2017-01-01T06:02:00Z,2017-01-01T06:22:00Z,2017-01-01T06:12:00Z,34.284,-118.473,391,31,2098.69,0.91,9.95,478.0,8.27,20.0,2087.45,2115.47,...
2017-01-01T07Z,2017,1,1,7,2017-01-01T07:02:00Z,2017-01-01T07:22:00Z,2017-01-01T07:12:00Z,34.284,-118.473,391,31,2048.28,0.8,4.64,478.0,4.79,20.0,2039.52,2054.51,...
2017-01-01T08Z,2017,1,1,8,2017-01-01T08:22:00Z,2017-01-01T08:42:00Z,2017-01-01T08:32:00Z,34.284,-118.473,391,31,2049.54,0.79,9.38,454.0,9.59,19.0,2040.11,2067.55,...
2017-01-01T09Z,2017,1,1,9,2017-01-01T09:22:00Z,2017-01-01T09:42:00Z,2017-01-01T09:32:00Z,34.284,-118.473,391,31,2017.64,0.73,9.99,455.0,8.96,19.0,2008.92,2037.94,...
2017-01-01T10Z,2017,1,1,10,2017-01-01T10:22:00Z,2017-01-01T10:42:00Z,2017-01-01T10:32:00Z,34.284,-118.473,391,31,2013.45,0.72,5.22,458.0,5.58,19.0,2007.09,2023.85,...
2017-01-01T11Z,2017,1,1,11,2017-01-01T11:22:00Z,2017-01-01T11:42:00Z,2017-01-01T11:32:00Z,34.284,-118.473,391,31,2772.92,2.66,101.6,460.0,95.7,19.0,2583.76,2955.77,...
2017-01-01T12Z,2017,1,1,12,2017-01-01T12:22:00Z,2017-01-01T12:42:00Z,2017-01-01T12:32:00Z,34.284,-118.473,391,31,3335.04,4.21,293.47,460.0,301.95,19.0,2994.05,3830.31,...
2017-01-01T13Z,2017,1,1,13,2017-01-01T13:22:00Z,2017-01-01T13:42:00Z,2017-01-01T13:32:00Z,34.284,-118.473,391,31,2175.86,1.07,41.74,461.0,43.24,19.0,2120.29,2255.02,...
2017-01-01T14Z,2017,1,1,14,2017-01-01T14:22:00Z,2017-01-01T14:42:00Z,2017-01-01T14:32:00Z,34.284,-118.473,391,31,2747.78,2.59,97.52,463.0,96.91,19.0,2610.16,2937.77,...
2017-01-01T15Z,2017,1,1,15,2017-01-01T15:22:00Z,2017-01-01T15:42:00Z,2017-01-01T15:32:00Z,34.284,-118.473,391,31,2361.67,1.55,99.24,463.0,100.93,19.0,2229.78,2556.94,...
2017-01-01T16Z,2017,1,1,16,2017-01-01T16:22:00Z,2017-01-01T16:42:00Z,2017-01-01T16:32:00Z,34.284,-118.473,391,31,2380.82,1.59,25.67,466.0,21.41,19.0,2330.95,2423.47,...
2017-01-01T17Z,2017,1,1,17,2017-01-01T17:22:00Z,2017-01-01T17:42:00Z,2017-01-01T17:32:00Z,34.284,-118.473,391,31,2285.7,1.35,12.87,467.0,13.47,19.0,2256.32,2302.88,...
2017-01-01T18Z,2017,1,1,18,2017-01-01T18:43:00Z,2017-01-01T18:59:00Z,2017-01-01T18:51:00Z,34.284,-118.473,391,31,2062.87,0.83,4.72,398.0,4.84,16.0,2055.74,2071.39,...
2017-01-01T19Z,2017,1,1,19,2017-01-01T19:00:00Z,2017-01-01T19:59:00Z,2017-01-01T19:43:30Z,34.284,-118.473,391,31,2020.15,0.74,13.92,467.0,14.57,19.0,2012.41,2053.96,...
2017-01-01T20Z,2017,1,1,20,2017-01-01T20:00:00Z,2017-01-01T20:59:00Z,2017-01-01T20:43:30Z,34.284,-118.473,391,31,2035.66,0.77,11.08,470.0,11.45,19.0,2011.82,2052.23,...
2017-01-01T21Z,2017,1,1,21,2017-01-01T21:00:00Z,2017-01-01T21:59:00Z,2017-01-01T21:43:30Z,34.284,-118.473,391,31,2083.29,0.87,16.15,471.0,16.69,19.0,2045.67,2093.91,...
2017-01-01T22Z,2017,1,1,22,2017-01-01T22:00:00Z,2017-01-01T22:59:00Z,2017-01-01T22:43:30Z,34.284,-118.473,391,31,2120.21,0.96,10.82,473.0,11.08,19.0,2095.12,2128.29,...
2017-01-01T23Z,2017,1,1,23,2017-01-01T23:00:00Z,2017-01-01T23:59:00Z,2017-01-01T23:43:30Z,34.284,-118.473,391,31,2083.81,0.87,13.83,471.0,14.14,19.0,2075.54,2118.91,...
2017-01-02T00Z,2017,1,2,0,2017-01-02T00:00:00Z,2017-01-02T00:59:00Z,2017-01-02T00:43:30Z,34.284,-118.473,391,31,2068.37,0.84,5.47,471.0,5.55,19.0,2064.27,2080.6,...
2017-01-02T01Z,2017,1,2,1,2017-01-02T01:00:00Z,2017-01-02T01:02:00Z,2017-01-02T01:01:00Z,34.284,-118.473,391,31,NaN,NaN,NaN,75.0,NaN,3.0,NaN,NaN,...
2017-01-02T02Z,2017,1,2,2,2017-01-02T02:04:00Z,2017-01-02T02:23:00Z,2017-01-02T02:13:30Z,34.284,-118.473,391,31,2041.06,0.78,1.5,472.0,1.32,19.0,2038.93,2043.45,...
2017-01-02T03Z,2017,1,2,3,2017-01-02T03:04:00Z,2017-01-02T03:23:00Z,2017-01-02T03:13:30Z,34.284,-118.473,391,31,2064.58,0.83,3.96,471.0,4.01,19.0,2058.69,2071.79,...
2017-01-02T04Z,2017,1,2,4,2017-01-02T04:04:00Z,2017-01-02T04:23:00Z,2017-01-02T04:13:30Z,34.284,-118.473,391,31,2098.59,0.91,3.57,472.0,3.55,19.0,2091.95,2102.49,...
2017-01-02T05Z,2017,1,2,5,2017-01-02T05:04:00Z,2017-01-02T05:23:00Z,2017-01-02T05:13:30Z,34.284,-118.473,391,31,2075.76,0.86,2.76,470.0,2.54,19.0,2070.91,2079.77,...
2017-01-02T06Z,2017,1,2,6,2017-01-02T06:04:00Z,2017-01-02T06:24:00Z,2017-01-02T06:14:00Z,34.284,-118.473,391,31,2056.06,0.81,5.5,478.0,5.54,20.0,2048.31,2068.16,...
2017-01-02T07Z,2017,1,2,7,2017-01-02T07:24:00Z,2017-01-02T07:44:00Z,2017-01-02T07:34:00Z,34.284,-118.473,391,31,2045.64,0.79,2.47,480.0,2.47,20.0,2040.61,2048.55,...
2017-01-02T08Z,2017,1,2,8,2017-01-02T08:24:00Z,2017-01-02T08:44:00Z,2017-01-02T08:34:00Z,34.284,-118.473,391,31,2104.95,0.92,5.41,477.0,5.32,20.0,2092.62,2112.58,...
2017-01-02T09Z,2017,1,2,9,2017-01-02T09:24:00Z,2017-01-02T09:44:00Z,2017-01-02T09:34:00Z,34.284,-118.473,391,31,2100.87,0.9,6.46,458.0,6.06,19.0,2088.93,2108.6,...
2017-01-02T10Z,2017,1,2,10,2017-01-02T10:24:00Z,2017-01-02T10:44:00Z,2017-01-02T10:34:00Z,34.284,-118.473,391,31,2098.69,0.89,3.13,456.0,3.16,19.0,2091.98,2105.24,...
2017-01-02T11Z,2017,1,2,11,2017-01-02T11:24:00Z,2017-01-02T11:44:00Z,2017-01-02T11:34:00Z,34.284,-118.473,391,31,2086.85,0.87,4.07,461.0,4.0,19.0,2080.84,2094.35,...
2017-01-02T12Z,2017,1,2,12,2017-01-02T12:24:00Z,2017-01-02T12:44:00Z,2017-01-02T12:34:00Z,34.284,-118.473,391,31,2107.49,0.91,5.47,459.0,5.21,19.0,2098.54,2116.76,...
2017-01-02T13Z,2017,1,2,13,2017-01-02T13:24:00Z,2017-01-02T13:44:00Z,2017-01-02T13:34:00Z,34.284,-118.473,391,31,2089.06,0.87,3.44,460.0,3.42,19.0,2083.71,2093.51,...
2017-01-02T14Z,2017,1,2,14,2017-01-02T14:24:00Z,2017-01-02T14:44:00Z,2017-01-02T14:34:00Z,34.284,-118.473,391,31,2103.7,0.91,7.42,461.0,7.73,19.0,2091.68,2115.31,...
2017-01-02T15Z,2017,1,2,15,2017-01-02T15:24:00Z,2017-01-02T15:44:00Z,2017-01-02T15:34:00Z,34.284,-118.473,391,31,2096.85,0.89,7.1,464.0,7.15,19.0,2082.8,2108.61,...
2017-01-02T16Z,2017,1,2,16,2017-01-02T16:24:00Z,2017-01-02T16:44:00Z,2017-01-02T16:34:00Z,34.284,-118.473,391,31,2049.34,0.79,5.11,462.0,5.18,19.0,2040.92,2059.66,...
2017-01-02T17Z,2017,1,2,17,2017-01-02T17:44:00Z,2017-01-02T17:59:00Z,2017-01-02T17:51:30Z,34.284,-118.473,391,31,2016.01,0.72,3.87,348.0,3.88,14.0,2011.63,2023.56,...
2017-01-02T18Z,2017,1,2,18,2017-01-02T18:00:00Z,2017-01-02T18:59:00Z,2017-01-02T18:39:42Z,34.284,-118.473,391,31,1997.58,0.7,14.14,465.0,14.55,19.0,1986.21,2024.62,...
2017-01-02T19Z,2017,1,2,19,2017-01-02T19:00:00Z,2017-01-02T19:59:00Z,2017-01-02T19:39:30Z,34.284,-118.473,391,31,1982.28,0.68,4.25,467.0,4.29,19.0,1977.1,1991.91,...
2017-01-02T20Z,2017,1,2,20,2017-01-02T20:00:00Z,2017-01-02T20:59:00Z,2017-01-02T20:39:30Z,34.284,-118.473,391,31,1965.56,0.65,5.45,468.0,5.58,19.0,1960.66,1978.44,...
2017-01-02T21Z,2017,1,2,21,2017-01-02T21:00:00Z,2017-01-02T21:59:00Z,2017-01-02T21:39:30Z,34.284,-118.473,391,31,1969.19,0.66,3.48,469.0,3.58,19.0,1962.95,1972.83,...
2017-01-02T22Z,2017,1,2,22,2017-01-02T22:00:00Z,2017-01-02T22:59:00Z,2017-01-02T22:39:30Z,34.284,-118.473,391,31,1972.59,0.66,0.78,466.0,0.72,19.0,1970.7,1973.6,...
2017-01-02T23Z,2017,1,2,23,2017-01-02T23:00:00Z,2017-01-02T23:59:00Z,2017-01-02T23:39:30Z,34.284,-118.473,391,31,1968.57,0.66,5.15,471.0,5.14,19.0,1960.7,1975.95,...
2017-01-03T00Z,2017,1,3,0,2017-01-03T00:00:00Z,2017-01-03T00:04:00Z,2017-01-03T00:02:00Z,34.284,-118.473,391,31,1964.52,0.66,3.07,122.0,2.67,5.0,1962.16,1968.87,...
2017-01-03T01Z,2017,1,3,1,2017-01-03T01:05:00Z,2017-01-03T01:24:00Z,2017-01-03T01:14:30Z,34.284,-118.473,391,31,1963.99,0.65,7.99,473.0,7.6,19.0,1953.09,1975.16,...
2017-01-03T02Z,2017,1,3,2,2017-01-03T02:05:00Z,2017-01-03T02:24:00Z,2017-01-03T02:14:30Z,34.284,-118.473,391,31,1963.11,0.65,1.44,471.0,1.24,19.0,1960.43,1965.24,...
2017-01-03T03Z,2017,1,3,3,2017-01-03T03:05:00Z,2017-01-03T03:24:00Z,2017-01-03T03:14:30Z,34.284,-118.473,391,31,1976.47,0.67,5.9,472.0,4.33,19.0,1970.5,1984.31,...
2017-01-03T04Z,2017,1,3,4,2017-01-03T04:05:00Z,2017-01-03T04:25:00Z,2017-01-03T04:15:00Z,34.284,-118.473,391,31,1973.06,0.67,8.12,478.0,7.23,20.0,1962.08,1985.62,...
2017-01-03T05Z,2017,1,3,5,2017-01-03T05:05:00Z,2017-01-03T05:25:00Z,2017-01-03T05:15:00Z,34.284,-118.473,391,31,1988.59,0.69,6.64,480.0,5.03,20.0,1976.19,1995.72,...
2017-01-03T06Z,2017,1,3,6,2017-01-03T06:25:00Z,2017-01-03T06:45:00Z,2017-01-03T06:35:00Z,34.284,-118.473,391,31,2046.29,0.79,8.85,456.0,9.22,19.0,2031.78,2059.09,...
2017-01-03T07Z,2017,1,3,7,2017-01-03T07:25:00Z,2017-01-03T07:45:00Z,2017-01-03T07:35:00Z,34.284,-118.473,391,31,2107.8,0.92,8.73,454.0,8.99,19.0,2093.98,2121.81,...
2017-01-03T08Z,2017,1,3,8,2017-01-03T08:25:00Z,2017-01-03T08:45:00Z,2017-01-03T08:35:00Z,34.284,-118.473,391,31,2154.85,1.03,4.25,460.0,2.36,19.0,2151.85,2160.33,...
2017-01-03T09Z,2017,1,3,9,2017-01-03T09:25:00Z,2017-01-03T09:45:00Z,2017-01-03T09:35:00Z,34.284,-118.473,391,31,2148.32,1.01,11.07,458.0,10.86,19.0,2132.76,2166.51,...
2017-01-03T10Z,2017,1,3,10,2017-01-03T10:25:00Z,2017-01-03T10:45:00Z,2017-01-03T10:35:00Z,34.284,-118.473,391,31,2144.35,1.0,6.96,458.0,6.34,19.0,2134.59,2159.7,...
2017-01-03T11Z,2017,1,3,11,2017-01-03T11:25:00Z,2017-01-03T11:45:00Z,2017-01-03T11:35:00Z,34.284,-118.473,391,31,2054.41,0.8,7.83,462.0,7.03,19.0,2042.59,2066.44,...
2017-01-03T12Z,2017,1,3,12,2017-01-03T12:25:00Z,2017-01-03T12:45:00Z,2017-01-03T12:35:00Z,34.284,-118.473,391,31,2132.56,0.97,13.83,459.0,13.18,19.0,2102.01,2156.35,...
2017-01-03T13Z,2017,1,3,13,2017-01-03T13:25:00Z,2017-01-03T13:45:00Z,2017-01-03T13:35:00Z,34.284,-118.473,391,31,2096.19,0.89,10.73,461.0,10.69,19.0,2080.06,2127.32,...
2017-01-03T14Z,2017,1,3,14,2017-01-03T14:25:00Z,2017-01-03T14:45:00Z,2017-01-03T14:35:00Z,34.284,-118.473,391,31,2050.68,0.8,5.49,464.0,5.57,19.0,2041.58,2060.07,...
2017-01-03T15Z,2017,1,3,15,2017-01-03T15:25:00Z,2017-01-03T15:45:00Z,2017-01-03T15:35:00Z,34.284,-118.473,391,31,3274.84,4.05,265.94,465.0,270.75,19.0,2928.9,3777.1,...
2017-01-03T16Z,2017,1,3,16,2017-01-03T16:45:00Z,2017-01-03T16:59:00Z,2017-01-03T16:52:00Z,34.284,-118.473,391,31,2411.08,1.63,19.55,324.0,18.49,13.0,2385.24,2434.84,...
2017-01-03T17Z,2017,1,3,17,2017-01-03T17:00:00Z,2017-01-03T17:59:00Z,2017-01-03T17:37:51Z,34.284,-118.473,391,31,3053.79,3.44,299.11,463.0,301.22,19.0,2451.15,3383.48,...
2017-01-03T18Z,2017,1,3,18,2017-01-03T18:00:00Z,2017-01-03T18:59:00Z,2017-01-03T18:37:51Z,34.284,-118.473,391,31,2717.84,2.52,373.56,467.0,384.32,19.0,2395.45,3450.96,...
2017-01-03T19Z,2017,1,3,19,2017-01-03T19:00:00Z,2017-01-03T19:59:00Z,2017-01-03T19:37:51Z,34.284,-118.473,391,31,2204.48,1.15,107.86,465.0,111.51,19.0,2120.53,2385.65,...
2017-01-03T20Z,2017,1,3,20,2017-01-03T20:00:00Z,2017-01-03T20:59:00Z,2017-01-03T20:37:51Z,34.284,-118.473,391,31,2041.12,0.78,41.01,464.0,42.39,19.0,2002.69,2109.91,...
2017-01-03T21Z,2017,1,3,21,2017-01-03T21:00:00Z,2017-01-03T21:59:00Z,2017-01-03T21:37:30Z,34.284,-118.473,391,31,2006.5,0.72,4.81,465.0,4.18,19.0,2000.23,2016.21,...
2017-01-03T22Z,2017,1,3,22,2017-01-03T22:00:00Z,2017-01-03T22:59:00Z,2017-01-03T22:37:30Z,34.284,-118.473,391,31,1995.06,0.7,6.57,468.0,6.47,19.0,1989.36,2011.76,...
2017-01-03T23Z,2017,1,3,23,2017-01-03T23:00:00Z,2017-01-03T23:05:00Z,2017-01-03T23:02:30Z,34.284,-118.473,391,31,1998.87,0.71,10.28,144.0,10.71,6.0,1989.29,2013.16,...
2017-01-04T00Z,2017,1,4,0,2017-01-04T00:06:00Z,2017-01-04T00:25:00Z,2017-01-04T00:15:30Z,34.284,-118.473,391,31,2011.68,0.73,2.36,471.0,2.38,19.0,2007.65,2015.92,...
2017-01-04T01Z,2017,1,4,1,2017-01-04T01:06:00Z,2017-01-04T01:25:00Z,2017-01-04T01:15:30Z,34.284,-118.473,391,31,2027.38,0.76,7.88,470.0,7.43,19.0,2020.81,2040.9,...
2017-01-04T02Z,2017,1,4,2,2017-01-04T02:06:00Z,2017-01-04T02:25:00Z,2017-01-04T02:15:30Z,34.284,-118.473,391,31,2075.25,0.86,6.87,471.0,6.83,19.0,2065.62,2086.81,...
2017-01-04T03Z,2017,1,4,3,2017-01-04T03:06:00Z,2017-01-04T03:25:00Z,2017-01-04T03:15:30Z,34.284,-118.473,391,31,2087.38,0.89,2.17,472.0,2.12,19.0,2085.05,2090.71,...
2017-01-04T04Z,2017,1,4,4,2017-01-04T04:06:00Z,2017-01-04T04:25:00Z,2017-01-04T04:15:30Z,34.284,-118.473,391,31,2139.96,1.01,14.81,471.0,14.19,19.0,2117.57,2163.58,...
2017-01-04T05Z,2017,1,4,5,2017-01-04T05:26:00Z,2017-01-04T05:46:00Z,2017-01-04T05:36:00Z,34.284,-118.473,391,31,2327.47,1.5,26.31,480.0,26.55,20.0,2266.23,2357.55,...
2017-01-04T06Z,2017,1,4,6,2017-01-04T06:26:00Z,2017-01-04T06:46:00Z,2017-01-04T06:36:00Z,34.284,-118.473,391,31,2313.74,1.46,12.41,478.0,11.45,20.0,2295.92,2344.37,...
2017-01-04T07Z,2017,1,4,7,2017-01-04T07:26:00Z,2017-01-04T07:46:00Z,2017-01-04T07:36:00Z,34.284,-118.473,391,31,2237.06,1.22,8.38,454.0,6.9,19.0,2224.76,2249.37,...
2017-01-04T08Z,2017,1,4,8,2017-01-04T08:26:00Z,2017-01-04T08:46:00Z,2017-01-04T08:36:00Z,34.284,-118.473,391,31,2196.72,1.12,7.64,457.0,6.92,19.0,2186.7,2209.87,...
2017-01-04T09Z,2017,1,4,9,2017-01-04T09:26:00Z,2017-01-04T09:46:00Z,2017-01-04T09:36:00Z,34.284,-118.473,391,31,2323.22,1.44,26.04,456.0,25.61,19.0,2249.44,2366.9,...
2017-01-04T10Z,2017,1,4,10,2017-01-04T10:26:00Z,2017-01-04T10:46:00Z,2017-01-04T10:36:00Z,34.284,-118.473,391,31,2309.57,1.41,14.79,456.0,14.98,19.0,2284.76,2339.88,...
2017-01-04T11Z,2017,1,4,11,2017-01-04T11:26:00Z,2017-01-04T11:46:00Z,2017-01-04T11:36:00Z,34.284,-118.473,391,31,2227.92,1.2,3.44,461.0,3.34,19.0,2219.83,2232.78,...
2017-01-04T12Z,2017,1,4,12,2017-01-04T12:26:00Z,2017-01-04T12:46:00Z,2017-01-04T12:36:00Z,34.284,-118.473,391,31,2262.13,1.29,8.04,459.0,8.25,19.0,2245.29,2275.37,...
2017-01-04T13Z,2017,1,4,13,2017-01-04T13:26:00Z,2017-01-04T13:46:00Z,2017-01-04T13:36:00Z,34.284,-118.473,391,31,2702.37,2.46,56.0,458.0,53.13,19.0,2599.96,2791.38,...
2017-01-04T14Z,2017,1,4,14,2017-01-04T14:26:00Z,2017-01-04T14:46:00Z,2017-01-04T14:36:00Z,34.284,-118.473,391,31,2468.76,1.83,65.41,464.0,67.1,19.0,2362.6,2552.86,...
2017-01-04T15Z,2017,1,4,15,2017-01-04T15:46:00Z,2017-01-04T15:59:00Z,2017-01-04T15:52:29Z,34.284,-118.473,391,31,2462.62,1.75,24.72,297.0,23.03,12.0,2417.53,2486.45,...
2017-01-04T16Z,2017,1,4,16,2017-01-04T16:00:00Z,2017-01-04T16:59:00Z,2017-01-04T16:36:00Z,34.284,-118.473,391,31,2305.92,1.4,85.17,465.0,87.68,19.0,2216.1,2466.09,...
2017-01-04T17Z,2017,1,4,17,2017-01-04T17:00:00Z,2017-01-04T17:59:00Z,2017-01-04T17:35:30Z,34.284,-118.473,391,31,2112.96,0.95,83.78,466.0,85.64,19.0,2046.44,2252.1,...
2017-01-04T18Z,2017,1,4,18,2017-01-04T18:00:00Z,2017-01-04T18:59:00Z,2017-01-04T18:35:30Z,34.284,-118.473,391,31,2090.69,0.89,31.54,465.0,32.29,19.0,2045.82,2130.2,...
2017-01-04T19Z,2017,1,4,19,2017-01-04T19:00:00Z,2017-01-04T19:59:00Z,2017-01-04T19:35:30Z,34.284,-118.473,391,31,2043.04,0.79,37.18,468.0,38.04,19.0,2010.19,2101.05,...
2017-01-04T20Z,2017,1,4,20,2017-01-04T20:00:00Z,2017-01-04T20:59:00Z,2017-01-04T20:35:30Z,34.284,-118.473,391,31,1981.93,0.67,13.85,467.0,13.91,19.0,1966.46,2009.17,...
2017-01-04T21Z,2017,1,4,21,2017-01-04T21:00:00Z,2017-01-04T21:59:00Z,2017-01-04T21:35:30Z,34.284,-118.473,391,31,1978.0,0.67,6.38,470.0,6.47,19.0,1968.69,1988.2,...
2017-01-04T22Z,2017,1,4,22,2017-01-04T22:00:00Z,2017-01-04T22:06:00Z,2017-01-04T22:03:00Z,34.284,-118.473,391,31,1993.21,0.7,2.45,172.0,2.56,7.0,1989.9,1996.97,...
2017-01-04T23Z,2017,1,4,23,2017-01-04T23:07:00Z,2017-01-04T23:26:00Z,2017-01-04T23:16:30Z,34.284,-118.473,391,31,2051.55,0.8,3.86,473.0,3.63,19.0,2046.27,2061.17,...
2017-01-05T00Z,2017,1,5,0,2017-01-05T00:07:00Z,2017-01-05T00:26:00Z,2017-01-05T00:16:30Z,34.284,-118.473,391,31,2036.95,0.77,1.48,473.0,1.45,19.0,2035.2,2040.36,...
2017-01-05T01Z,2017,1,5,1,2017-01-05T01:07:00Z,2017-01-05T01:26:00Z,2017-01-05T01:16:30Z,34.284,-118.473,391,31,2067.01,0.84,3.24,470.0,3.12,19.0,2063.13,2073.74,...
2017-01-05T02Z,2017,1,5,2,2017-01-05T02:07:00Z,2017-01-05T02:26:00Z,2017-01-05T02:16:30Z,34.284,-118.473,391,31,2136.92,1.0,2.32,472.0,2.08,19.0,2131.24,2139.4,...
2017-01-05T03Z,2017,1,5,3,2017-01-05T03:07:00Z,2017-01-05T03:27:00Z,2017-01-05T03:17:00Z,34.284,-118.473,391,31,2127.71,0.98,1.75,478.0,1.73,20.0,2124.4,2129.63,...
2017-01-05T04Z,2017,1,5,4,2017-01-05T04:27:00Z,2017-01-05T04:47:00Z,2017-01-05T04:37:00Z,34.284,-118.473,391,31,2174.31,1.09,3.54,480.0,3.51,20.0,2168.41,2180.22,...
2017-01-05T05Z,2017,1,5,5,2017-01-05T05:27:00Z,2017-01-05T05:47:00Z,2017-01-05T05:37:00Z,34.284,-118.473,391,31,2214.48,1.17,3.5,455.0,3.03,19.0,2209.06,2219.1,...
2017-01-05T06Z,2017,1,5,6,2017-01-05T06:27:00Z,2017-01-05T06:47:00Z,2017-01-05T06:37:00Z,34.284,-118.473,391,31,2217.85,1.17,7.09,458.0,7.55,19.0,2205.53,2232.45,...
2017-01-05T07Z,2017,1,5,7,2017-01-05T07:27:00Z,2017-01-05T07:47:00Z,2017-01-05T07:37:00Z,34.284,-118.473,391,31,2158.84,1.03,11.29,456.0,11.79,19.0,2139.4,2176.03,...
2017-01-05T08Z,2017,1,5,8,2017-01-05T08:27:00Z,2017-01-05T08:47:00Z,2017-01-05T08:37:00Z,34.284,-118.473,391,31,2066.19,0.82,4.23,460.0,4.18,19.0,2057.09,2072.75,...
2017-01-05T09Z,2017,1,5,9,2017-01-05T09:27:00Z,2017-01-05T09:47:00Z,2017-01-05T09:37:00Z,34.284,-118.473,391,31,2058.16,0.81,1.96,461.0,1.58,19.0,2054.96,2060.18,...
2017-01-05T10Z,2017,1,5,10,2017-01-05T10:27:00Z,2017-01-05T10:47:00Z,2017-01-05T10:37:00Z,34.284,-118.473,391,31,2032.89,0.76,5.38,462.0,5.39,19.0,2027.64,2045.9,...
2017-01-05T11Z,2017,1,5,11,2017-01-05T11:27:00Z,2017-01-05T11:47:00Z,2017-01-05T11:37:00Z,34.284,-118.473,391,31,2047.42,0.79,5.14,463.0,5.36,19.0,2039.62,2056.64,...
2017-01-05T12Z,2017,1,5,12,2017-01-05T12:27:00Z,2017-01-05T12:47:00Z,2017-01-05T12:37:00Z,34.284,-118.473,391,31,2056.34,0.81,4.21,464.0,4.22,19.0,2050.13,2062.35,...
2017-01-05T13Z,2017,1,5,13,2017-01-05T13:27:00Z,2017-01-05T13:47:00Z,2017-01-05T13:37:00Z,34.284,-118.473,391,31,2051.6,0.8,3.91,464.0,3.33,19.0,2046.43,2057.73,...
2017-01-05T14Z,2017,1,5,14,2017-01-05T14:47:00Z,2017-01-05T14:59:00Z,2017-01-05T14:53:00Z,34.284,-118.473,391,31,2082.29,0.85,3.68,273.0,3.33,11.0,2074.71,2085.97,...
2017-01-05T15Z,2017,1,5,15,2017-01-05T15:00:00Z,2017-01-05T15:59:00Z,2017-01-05T15:34:08Z,34.284,-118.473,391,31,2052.34,0.81,15.57,465.0,15.88,19.0,2035.82,2074.63,...
2017-01-05T16Z,2017,1,5,16,2017-01-05T16:00:00Z,2017-01-05T16:59:00Z,2017-01-05T16:33:30Z,34.284,-118.473,391,31,2041.62,0.79,2.69,467.0,2.65,19.0,2036.83,2044.98,...
2017-01-05T17Z,2017,1,5,17,2017-01-05T17:00:00Z,2017-01-05T17:59:00Z,2017-01-05T17:33:30Z,34.284,-118.473,391,31,2041.78,0.79,3.97,465.0,3.84,19.0,2032.86,2047.08,...
2017-01-05T18Z,2017,1,5,18,2017-01-05T18:00:00Z,2017-01-05T18:59:00Z,2017-01-05T18:33:30Z,34.284,-118.473,391,31,2044.49,0.8,9.14,470.0,9.36,19.0,2033.02,2055.75,...
2017-01-05T19Z,2017,1,5,19,2017-01-05T19:00:00Z,2017-01-05T19:59:00Z,2017-01-05T19:33:30Z,34.284,-118.473,391,31,2044.56,0.8,3.49,468.0,3.53,19.0,2039.43,2050.59,...
2017-01-05T20Z,2017,1,5,20,2017-01-05T20:00:00Z,2017-01-05T20:59:00Z,2017-01-05T20:33:30Z,34.284,-118.473,391,31,2047.91,0.8,11.98,469.0,11.47,19.0,2033.11,2065.59,...
2017-01-05T21Z,2017,1,5,21,2017-01-05T21:00:00Z,2017-01-05T21:07:00Z,2017-01-05T21:03:30Z,34.284,-118.473,391,31,2064.88,0.85,9.07,198.0,8.51,8.0,2055.84,2077.31,...
2017-01-05T22Z,2017,1,5,22,2017-01-05T22:09:00Z,2017-01-05T22:28:00Z,2017-01-05T22:18:30Z,34.284,-118.473,391,31,2042.5,0.79,5.21,472.0,4.64,19.0,2037.91,2054.46,...
2017-01-05T23Z,2017,1,5,23,2017-01-05T23:09:00Z,2017-01-05T23:28:00Z,2017-01-05T23:18:30Z,34.284,-118.473,391,31,2074.05,0.86,8.61,472.0,8.7,19.0,2065.88,2092.15,...
