datetime_UTC,yyyy,mm,dd,HH,first_valid_minute,last_valid_minute,average_measurement_time,latitude,longitude,elevation_m,intake_height_m,ch4_ppb,ch4_uncertainty,ch4_SD_raw,ch4_n_raw,ch4_SD_minutes,ch4_n_minutes,ch4_min,ch4_max,ch4_flags
2017-04-20T15Z,2017,4,20,15,2017-04-20T15:00:00Z,2017-04-20T15:59:00Z,2017-04-20T15:41:30Z,34.284,-118.473,391,31,1982.36,0.78,8.56,481.0,8.32,19.0,1972.49,1997.93,...
2017-04-20T16Z,2017,4,20,16,2017-04-20T16:00:00Z,2017-04-20T16:04:00Z,2017-04-20T16:02:00Z,34.284,-118.473,391,31,1988.11,0.8,2.82,108.0,2.08,5.0,1984.55,1989.68,...
2017-04-20T17Z,2017,4,20,17,2017-04-20T17:04:00Z,2017-04-20T17:24:00Z,2017-04-20T17:14:00Z,34.284,-118.473,391,31,1959.85,0.76,11.62,490.0,11.24,20.0,1946.83,1984.05,...
2017-04-20T18Z,2017,4,20,18,2017-04-20T18:04:00Z,2017-04-20T18:24:00Z,2017-04-20T18:14:00Z,34.284,-118.473,391,31,1989.48,0.8,43.84,465.0,42.75,19.0,1945.84,2065.81,...
2017-04-20T19Z,2017,4,20,19,2017-04-20T19:04:00Z,2017-04-20T19:24:00Z,2017-04-20T19:14:00Z,34.284,-118.473,391,31,1940.47,0.73,1.99,466.0,1.89,19.0,1937.98,1943.72,...
2017-04-20T20Z,2017,4,20,20,2017-04-20T20:04:00Z,2017-04-20T20:24:00Z,2017-04-20T20:14:00Z,34.284,-118.473,391,31,1968.45,0.77,24.28,469.0,21.37,19.0,1942.14,2004.87,...
2017-04-20T21Z,2017,4,20,21,2017-04-20T21:04:00Z,2017-04-20T21:24:00Z,2017-04-20T21:14:00Z,34.284,-118.473,391,31,1928.44,0.72,1.99,469.0,1.95,19.0,1925.19,1932.51,...
2017-04-20T22Z,2017,4,20,22,2017-04-20T22:04:00Z,2017-04-20T22:24:00Z,2017-04-20T22:14:00Z,34.284,-118.473,391,31,1932.74,0.73,3.65,471.0,3.39,19.0,1927.07,1937.72,...
2017-04-20T23Z,2017,4,20,23,2017-04-20T23:04:00Z,2017-04-20T23:24:00Z,2017-04-20T23:14:00Z,34.284,-118.473,391,31,1996.09,0.81,43.11,471.0,41.36,19.0,1953.91,2083.73,...
2017-04-21T00Z,2017,4,21,0,2017-04-21T00:04:00Z,2017-04-21T00:24:00Z,2017-04-21T00:14:00Z,34.284,-118.473,391,31,2086.27,0.96,41.79,473.0,37.97,19.0,2012.47,2143.84,...
2017-04-21T01Z,2017,4,21,1,2017-04-21T01:04:00Z,2017-04-21T01:24:00Z,2017-04-21T01:14:00Z,34.284,-118.473,391,31,1994.51,0.8,33.52,473.0,32.03,19.0,1958.65,2073.66,...
2017-04-21T02Z,2017,4,21,2,2017-04-21T02:04:00Z,2017-04-21T02:24:00Z,2017-04-21T02:14:00Z,34.284,-118.473,391,31,1961.4,0.76,3.79,475.0,3.47,19.0,1957.55,1967.52,...
2017-04-21T03Z,2017,4,21,3,2017-04-21T03:24:00Z,2017-04-21T03:44:00Z,2017-04-21T03:34:00Z,34.284,-118.473,391,31,1979.93,0.78,2.69,475.0,2.61,19.0,1974.59,1983.97,...
2017-04-21T04Z,2017,4,21,4,2017-04-21T04:24:00Z,2017-04-21T04:44:00Z,2017-04-21T04:34:00Z,34.284,-118.473,391,31,2030.86,0.86,3.37,476.0,3.17,19.0,2026.2,2037.5,...
2017-04-21T05Z,2017,4,21,5,2017-04-21T05:25:00Z,2017-04-21T05:44:00Z,2017-04-21T05:34:30Z,34.284,-118.473,391,31,2023.36,0.85,6.84,477.0,6.39,19.0,2012.8,2034.65,...
2017-04-21T06Z,2017,4,21,6,2017-04-21T06:25:00Z,2017-04-21T06:44:00Z,2017-04-21T06:34:30Z,34.284,-118.473,391,31,2005.6,0.82,3.35,477.0,3.29,19.0,2001.51,2010.09,...
2017-04-21T07Z,2017,4,21,7,2017-04-21T07:25:00Z,2017-04-21T07:44:00Z,2017-04-21T07:34:30Z,34.284,-118.473,391,31,2028.93,0.86,3.8,477.0,3.83,19.0,2020.8,2032.69,...
2017-04-21T08Z,2017,4,21,8,2017-04-21T08:25:00Z,2017-04-21T08:44:00Z,2017-04-21T08:34:30Z,34.284,-118.473,391,31,2047.25,0.9,24.55,477.0,23.4,19.0,2024.4,2104.05,...
2017-04-21T09Z,2017,4,21,9,2017-04-21T09:25:00Z,2017-04-21T09:44:00Z,2017-04-21T09:34:30Z,34.284,-118.473,391,31,1995.94,0.81,3.13,478.0,3.08,19.0,1992.13,2001.45,...
2017-04-21T10Z,2017,4,21,10,2017-04-21T10:45:00Z,2017-04-21T10:59:00Z,2017-04-21T10:52:00Z,34.284,-118.473,391,31,1991.03,0.8,0.58,354.0,0.45,14.0,1990.36,1992.1,...
2017-04-21T11Z,2017,4,21,11,2017-04-21T11:00:00Z,2017-04-21T11:59:00Z,2017-04-21T11:39:30Z,34.284,-118.473,391,31,1993.49,0.81,3.17,480.0,2.91,19.0,1988.01,1998.42,...
2017-04-21T12Z,2017,4,21,12,2017-04-21T12:00:00Z,2017-04-21T12:59:00Z,2017-04-21T12:39:30Z,34.284,-118.473,391,31,2110.53,1.04,74.44,482.0,75.35,19.0,1994.89,2182.99,...
2017-04-21T13Z,2017,4,21,13,2017-04-21T13:00:00Z,2017-04-21T13:59:00Z,2017-04-21T13:39:30Z,34.284,-118.473,391,31,1992.05,0.81,38.61,480.0,38.92,19.0,1970.11,2103.87,...
2017-04-21T14Z,2017,4,21,14,2017-04-21T14:00:00Z,2017-04-21T14:59:00Z,2017-04-21T14:37:51Z,34.284,-118.473,391,31,1971.87,0.78,6.43,487.0,6.14,20.0,1964.49,1986.74,...
2017-04-21T15Z,2017,4,21,15,2017-04-21T15:00:00Z,2017-04-21T15:05:00Z,2017-04-21T15:02:30Z,34.284,-118.473,391,31,1986.12,0.8,8.55,134.0,8.26,6.0,1974.54,1997.33,...
2017-04-21T16Z,2017,4,21,16,2017-04-21T16:05:00Z,2017-04-21T16:25:00Z,2017-04-21T16:15:00Z,34.284,-118.473,391,31,1964.58,0.77,3.0,463.0,2.6,19.0,1961.16,1970.11,...
2017-04-21T17Z,2017,4,21,17,2017-04-21T17:05:00Z,2017-04-21T17:25:00Z,2017-04-21T17:15:00Z,34.284,-118.473,391,31,1960.89,0.76,11.18,465.0,10.54,19.0,1950.91,1987.28,...
2017-04-21T18Z,2017,4,21,18,2017-04-21T18:05:00Z,2017-04-21T18:25:00Z,2017-04-21T18:15:00Z,34.284,-118.473,391,31,1964.11,0.77,7.44,467.0,7.12,19.0,1955.77,1980.1,...
2017-04-21T19Z,2017,4,21,19,2017-04-21T19:05:00Z,2017-04-21T19:25:00Z,2017-04-21T19:15:00Z,34.284,-118.473,391,31,1959.69,0.76,8.54,467.0,7.75,19.0,1948.12,1972.79,...
2017-04-21T20Z,2017,4,21,20,2017-04-21T20:05:00Z,2017-04-21T20:25:00Z,2017-04-21T20:15:00Z,34.284,-118.473,391,31,1940.42,0.75,1.8,468.0,1.65,19.0,1937.69,1943.34,...
2017-04-21T21Z,2017,4,21,21,2017-04-21T21:05:00Z,2017-04-21T21:25:00Z,2017-04-21T21:15:00Z,34.284,-118.473,391,31,1930.91,0.74,2.21,471.0,2.05,19.0,1928.08,1934.63,...
2017-04-21T22Z,2017,4,21,22,2017-04-21T22:05:00Z,2017-04-21T22:25:00Z,2017-04-21T22:15:00Z,34.284,-118.473,391,31,1934.07,0.74,6.36,471.0,5.19,19.0,1929.66,1951.42,...
2017-04-21T23Z,2017,4,21,23,2017-04-21T23:05:00Z,2017-04-21T23:25:00Z,2017-04-21T23:15:00Z,34.284,-118.473,391,31,1934.41,0.74,6.66,473.0,6.44,19.0,1929.13,1955.44,...
2017-04-22T00Z,2017,4,22,0,2017-04-22T00:05:00Z,2017-04-22T00:25:00Z,2017-04-22T00:15:00Z,34.284,-118.473,391,31,1954.3,0.76,28.82,475.0,27.5,19.0,1929.18,2011.74,...
2017-04-22T01Z,2017,4,22,1,2017-04-22T01:05:00Z,2017-04-22T01:25:00Z,2017-04-22T01:15:00Z,34.284,-118.473,391,31,1962.76,0.77,3.56,475.0,3.55,19.0,1958.93,1968.76,...
2017-04-22T02Z,2017,4,22,2,2017-04-22T02:25:00Z,2017-04-22T02:45:00Z,2017-04-22T02:35:00Z,34.284,-118.473,391,31,1983.43,0.8,3.01,474.0,2.4,19.0,1980.62,1988.5,...
2017-04-22T03Z,2017,4,22,3,2017-04-22T03:26:00Z,2017-04-22T03:45:00Z,2017-04-22T03:35:30Z,34.284,-118.473,391,31,1992.18,0.81,8.59,476.0,8.64,19.0,1978.96,2010.59,...
2017-04-22T04Z,2017,4,22,4,2017-04-22T04:26:00Z,2017-04-22T04:45:00Z,2017-04-22T04:35:30Z,34.284,-118.473,391,31,2230.84,1.32,115.59,476.0,93.97,19.0,2120.2,2456.5,...
2017-04-22T05Z,2017,4,22,5,2017-04-22T05:26:00Z,2017-04-22T05:45:00Z,2017-04-22T05:35:30Z,34.284,-118.473,391,31,2008.97,0.84,2.2,477.0,1.99,19.0,2005.99,2012.72,...
2017-04-22T06Z,2017,4,22,6,2017-04-22T06:26:00Z,2017-04-22T06:45:00Z,2017-04-22T06:35:30Z,34.284,-118.473,391,31,1987.83,0.81,1.48,479.0,1.32,19.0,1985.31,1990.87,...
2017-04-22T07Z,2017,4,22,7,2017-04-22T07:26:00Z,2017-04-22T07:45:00Z,2017-04-22T07:35:30Z,34.284,-118.473,391,31,1980.27,0.8,4.03,479.0,3.61,19.0,1973.27,1989.15,...
2017-04-22T08Z,2017,4,22,8,2017-04-22T08:26:00Z,2017-04-22T08:45:00Z,2017-04-22T08:35:30Z,34.284,-118.473,391,31,1980.58,0.8,2.28,479.0,2.27,19.0,1977.7,1984.91,...
2017-04-22T09Z,2017,4,22,9,2017-04-22T09:46:00Z,2017-04-22T09:59:00Z,2017-04-22T09:52:29Z,34.284,-118.473,391,31,2213.48,1.28,132.46,329.0,134.87,13.0,2032.22,2399.53,...
2017-04-22T10Z,2017,4,22,10,2017-04-22T10:00:00Z,2017-04-22T10:59:00Z,2017-04-22T10:37:30Z,34.284,-118.473,391,31,2005.6,0.83,10.96,481.0,11.03,19.0,1995.25,2030.84,...
2017-04-22T11Z,2017,4,22,11,2017-04-22T11:00:00Z,2017-04-22T11:59:00Z,2017-04-22T11:36:00Z,34.284,-118.473,391,31,1983.47,0.8,10.85,486.0,10.84,20.0,1973.21,2005.27,...
2017-04-22T12Z,2017,4,22,12,2017-04-22T12:00:00Z,2017-04-22T12:59:00Z,2017-04-22T12:36:00Z,34.284,-118.473,391,31,1977.91,0.79,3.63,486.0,3.52,20.0,1972.72,1984.1,...
2017-04-22T13Z,2017,4,22,13,2017-04-22T13:00:00Z,2017-04-22T13:59:00Z,2017-04-22T13:36:00Z,34.284,-118.473,391,31,1982.02,0.8,6.2,487.0,5.48,20.0,1974.5,1994.82,...
2017-04-22T14Z,2017,4,22,14,2017-04-22T14:00:00Z,2017-04-22T14:06:00Z,2017-04-22T14:03:00Z,34.284,-118.473,391,31,1967.21,0.78,4.8,160.0,4.37,7.0,1963.47,1975.98,...
2017-04-22T15Z,2017,4,22,15,2017-04-22T15:06:00Z,2017-04-22T15:26:00Z,2017-04-22T15:16:00Z,34.284,-118.473,391,31,1958.53,0.77,2.38,464.0,2.25,19.0,1954.59,1962.21,...
2017-04-22T16Z,2017,4,22,16,2017-04-22T16:06:00Z,2017-04-22T16:26:00Z,2017-04-22T16:16:00Z,34.284,-118.473,391,31,1977.4,0.79,17.15,465.0,16.7,19.0,1954.75,2000.49,...
2017-04-22T17Z,2017,4,22,17,2017-04-22T17:06:00Z,2017-04-22T17:26:00Z,2017-04-22T17:16:00Z,34.284,-118.473,391,31,2200.64,1.21,37.39,466.0,37.15,19.0,2147.9,2270.44,...
2017-04-22T18Z,2017,4,22,18,2017-04-22T18:06:00Z,2017-04-22T18:26:00Z,2017-04-22T18:16:00Z,34.284,-118.473,391,31,2045.7,0.89,12.48,469.0,13.22,19.0,2017.41,2055.78,...
2017-04-22T19Z,2017,4,22,19,2017-04-22T19:06:00Z,2017-04-22T19:26:00Z,2017-04-22T19:16:00Z,34.284,-118.473,391,31,1994.19,0.81,7.56,470.0,7.02,19.0,1984.04,2006.52,...
2017-04-22T20Z,2017,4,22,20,2017-04-22T20:06:00Z,2017-04-22T20:26:00Z,2017-04-22T20:16:00Z,34.284,-118.473,391,31,2013.25,0.84,11.9,471.0,11.88,19.0,1995.61,2029.36,...
2017-04-22T21Z,2017,4,22,21,2017-04-22T21:06:00Z,2017-04-22T21:26:00Z,2017-04-22T21:16:00Z,34.284,-118.473,391,31,2005.51,0.83,5.55,472.0,5.69,19.0,1997.46,2016.27,...
2017-04-22T22Z,2017,4,22,22,2017-04-22T22:06:00Z,2017-04-22T22:26:00Z,2017-04-22T22:16:00Z,34.284,-118.473,391,31,2011.49,0.84,5.46,474.0,5.44,19.0,2002.14,2019.6,...
2017-04-22T23Z,2017,4,22,23,2017-04-22T23:06:00Z,2017-04-22T23:26:00Z,2017-04-22T23:16:00Z,34.284,-118.473,391,31,1967.57,0.78,5.58,474.0,5.54,19.0,1961.95,1983.41,...
2017-04-23T00Z,2017,4,23,0,2017-04-23T00:06:00Z,2017-04-23T00:26:00Z,2017-04-23T00:16:00Z,34.284,-118.473,391,31,1962.24,0.77,4.2,477.0,3.88,19.0,1956.03,1967.72,...
2017-04-23T01Z,2017,4,23,1,2017-04-23T01:27:00Z,2017-04-23T01:46:00Z,2017-04-23T01:36:30Z,34.284,-118.473,391,31,1961.64,0.77,3.28,478.0,2.52,19.0,1955.46,1965.28,...
2017-04-23T02Z,2017,4,23,2,2017-04-23T02:27:00Z,2017-04-23T02:46:00Z,2017-04-23T02:36:30Z,34.284,-118.473,391,31,1972.03,0.79,6.65,478.0,6.23,19.0,1965.36,1989.73,...
2017-04-23T03Z,2017,4,23,3,2017-04-23T03:27:00Z,2017-04-23T03:46:00Z,2017-04-23T03:36:30Z,34.284,-118.473,391,31,1978.87,0.8,5.58,479.0,5.18,19.0,1970.71,1990.72,...
2017-04-23T04Z,2017,4,23,4,2017-04-23T04:27:00Z,2017-04-23T04:46:00Z,2017-04-23T04:36:30Z,34.284,-118.473,391,31,2192.99,1.22,57.25,480.0,55.62,19.0,2120.92,2301.03,...
2017-04-23T05Z,2017,4,23,5,2017-04-23T05:27:00Z,2017-04-23T05:46:00Z,2017-04-23T05:36:30Z,34.284,-118.473,391,31,2204.09,1.25,51.28,480.0,50.81,19.0,2155.56,2344.69,...
2017-04-23T06Z,2017,4,23,6,2017-04-23T06:27:00Z,2017-04-23T06:46:00Z,2017-04-23T06:36:30Z,34.284,-118.473,391,31,2218.39,1.28,14.98,481.0,14.73,19.0,2195.23,2244.0,...
2017-04-23T07Z,2017,4,23,7,2017-04-23T07:27:00Z,2017-04-23T07:46:00Z,2017-04-23T07:36:30Z,34.284,-118.473,391,31,2174.52,1.18,35.09,482.0,34.17,19.0,2147.03,2264.95,...
2017-04-23T08Z,2017,4,23,8,2017-04-23T08:48:00Z,2017-04-23T08:59:00Z,2017-04-23T08:53:30Z,34.284,-118.473,391,31,2227.76,1.29,18.87,279.0,12.37,11.0,2207.62,2255.66,...
2017-04-23T09Z,2017,4,23,9,2017-04-23T09:00:00Z,2017-04-23T09:59:00Z,2017-04-23T09:33:30Z,34.284,-118.473,391,31,2155.08,1.14,44.33,482.0,45.17,19.0,2103.44,2219.33,...
2017-04-23T10Z,2017,4,23,10,2017-04-23T10:00:00Z,2017-04-23T10:59:00Z,2017-04-23T10:33:30Z,34.284,-118.473,391,31,2122.06,1.06,27.35,480.0,27.77,19.0,2087.1,2181.41,...
2017-04-23T11Z,2017,4,23,11,2017-04-23T11:00:00Z,2017-04-23T11:59:00Z,2017-04-23T11:33:30Z,34.284,-118.473,391,31,2127.79,1.07,6.15,481.0,6.13,19.0,2116.14,2136.0,...
2017-04-23T12Z,2017,4,23,12,2017-04-23T12:00:00Z,2017-04-23T12:59:00Z,2017-04-23T12:33:30Z,34.284,-118.473,391,31,2214.26,1.3,208.69,481.0,200.51,19.0,2112.08,2947.39,...
2017-04-23T13Z,2017,4,23,13,2017-04-23T13:00:00Z,2017-04-23T13:08:00Z,2017-04-23T13:04:00Z,34.284,-118.473,391,31,3070.56,3.84,550.69,209.0,538.71,9.0,2178.88,3785.92,...
2017-04-23T14Z,2017,4,23,14,2017-04-23T14:08:00Z,2017-04-23T14:28:00Z,2017-04-23T14:18:00Z,34.284,-118.473,391,31,2309.71,1.52,23.12,490.0,21.59,20.0,2269.33,2353.85,...
2017-04-23T15Z,2017,4,23,15,2017-04-23T15:08:00Z,2017-04-23T15:28:00Z,2017-04-23T15:18:00Z,34.284,-118.473,391,31,2064.22,0.93,16.86,465.0,17.66,19.0,2025.7,2083.05,...
2017-04-23T16Z,2017,4,23,16,2017-04-23T16:08:00Z,2017-04-23T16:28:00Z,2017-04-23T16:18:00Z,34.284,-118.473,391,31,1968.87,0.78,2.17,466.0,2.52,19.0,1960.86,1972.78,...
2017-04-23T17Z,2017,4,23,17,2017-04-23T17:08:00Z,2017-04-23T17:28:00Z,2017-04-23T17:18:00Z,34.284,-118.473,391,31,1979.94,0.8,2.74,468.0,2.85,19.0,1976.73,1984.54,...
2017-04-23T18Z,2017,4,23,18,2017-04-23T18:08:00Z,2017-04-23T18:28:00Z,2017-04-23T18:18:00Z,34.284,-118.473,391,31,1970.2,0.79,3.5,470.0,3.34,19.0,1964.48,1979.86,...
2017-04-23T19Z,2017,4,23,19,2017-04-23T19:08:00Z,2017-04-23T19:28:00Z,2017-04-23T19:18:00Z,34.284,-118.473,391,31,1962.07,0.78,10.59,471.0,10.54,19.0,1944.84,1975.69,...
2017-04-23T20Z,2017,4,23,20,2017-04-23T20:08:00Z,2017-04-23T20:28:00Z,2017-04-23T20:18:00Z,34.284,-118.473,391,31,1976.26,0.79,6.28,472.0,6.02,19.0,1966.06,1989.43,...
2017-04-23T21Z,2017,4,23,21,2017-04-23T21:08:00Z,2017-04-23T21:28:00Z,2017-04-23T21:18:00Z,34.284,-118.473,391,31,1979.72,0.8,1.83,472.0,1.61,19.0,1977.16,1983.31,...
2017-04-23T22Z,2017,4,23,22,2017-04-23T22:08:00Z,2017-04-23T22:28:00Z,2017-04-23T22:18:00Z,34.284,-118.473,391,31,1978.19,0.8,2.98,473.0,2.24,19.0,1975.8,1984.6,...
2017-04-23T23Z,2017,4,23,23,2017-04-23T23:08:00Z,2017-04-23T23:28:00Z,2017-04-23T23:18:00Z,34.284,-118.473,391,31,1976.34,0.8,1.15,474.0,1.11,19.0,1974.13,1978.22,...
2017-04-24T00Z,2017,4,24,0,2017-04-24T00:28:00Z,2017-04-24T00:48:00Z,2017-04-24T00:38:00Z,34.284,-118.473,391,31,1981.2,0.8,3.44,476.0,3.4,19.0,1976.32,1986.1,...
2017-04-24T01Z,2017,4,24,1,2017-04-24T01:29:00Z,2017-04-24T01:48:00Z,2017-04-24T01:38:30Z,34.284,-118.473,391,31,1982.2,0.81,3.5,476.0,3.51,19.0,1974.34,1986.07,...
2017-04-24T02Z,2017,4,24,2,2017-04-24T02:29:00Z,2017-04-24T02:48:00Z,2017-04-24T02:38:30Z,34.284,-118.473,391,31,1986.51,0.81,6.19,477.0,6.34,19.0,1978.48,1995.82,...
2017-04-24T03Z,2017,4,24,3,2017-04-24T03:29:00Z,2017-04-24T03:48:00Z,2017-04-24T03:38:30Z,34.284,-118.473,391,31,2007.27,0.84,5.69,478.0,5.68,19.0,1993.7,2016.01,...
2017-04-24T04Z,2017,4,24,4,2017-04-24T04:29:00Z,2017-04-24T04:48:00Z,2017-04-24T04:38:30Z,34.284,-118.473,391,31,2009.04,0.85,2.99,479.0,3.02,19.0,2003.97,2013.34,...
2017-04-24T05Z,2017,4,24,5,2017-04-24T05:29:00Z,2017-04-24T05:48:00Z,2017-04-24T05:38:30Z,34.284,-118.473,391,31,2007.16,0.84,5.16,480.0,4.93,19.0,1998.09,2020.12,...
2017-04-24T06Z,2017,4,24,6,2017-04-24T06:29:00Z,2017-04-24T06:48:00Z,2017-04-24T06:38:30Z,34.284,-118.473,391,31,2032.47,0.89,7.73,482.0,7.45,19.0,2016.65,2043.76,...
2017-04-24T07Z,2017,4,24,7,2017-04-24T07:49:00Z,2017-04-24T07:59:00Z,2017-04-24T07:54:00Z,34.284,-118.473,391,31,2073.65,0.95,17.3,253.0,15.65,10.0,2040.5,2098.62,...
2017-04-24T08Z,2017,4,24,8,2017-04-24T08:00:00Z,2017-04-24T08:59:00Z,2017-04-24T08:31:30Z,34.284,-118.473,391,31,2086.73,0.99,17.57,481.0,13.99,19.0,2067.71,2115.35,...
2017-04-24T09Z,2017,4,24,9,2017-04-24T09:00:00Z,2017-04-24T09:59:00Z,2017-04-24T09:31:30Z,34.284,-118.473,391,31,2100.79,1.02,47.36,481.0,48.45,19.0,2042.49,2191.4,...
2017-04-24T10Z,2017,4,24,10,2017-04-24T10:00:00Z,2017-04-24T10:59:00Z,2017-04-24T10:30:25Z,34.284,-118.473,391,31,2148.13,1.13,40.15,487.0,41.08,20.0,2098.17,2195.16,...
2017-04-24T11Z,2017,4,24,11,2017-04-24T11:00:00Z,2017-04-24T11:59:00Z,2017-04-24T11:30:25Z,34.284,-118.473,391,31,2185.47,1.21,17.92,489.0,18.56,20.0,2163.57,2210.63,...
2017-04-24T12Z,2017,4,24,12,2017-04-24T12:00:00Z,2017-04-24T12:09:00Z,2017-04-24T12:04:30Z,34.284,-118.473,391,31,2170.0,1.2,8.25,236.0,9.07,10.0,2158.44,2184.98,...
2017-04-24T13Z,2017,4,24,13,2017-04-24T13:09:00Z,2017-04-24T13:29:00Z,2017-04-24T13:19:00Z,34.284,-118.473,391,31,2270.08,1.39,24.48,464.0,23.35,19.0,2222.24,2301.99,...
2017-04-24T14Z,2017,4,24,14,2017-04-24T14:09:00Z,2017-04-24T14:29:00Z,2017-04-24T14:19:00Z,34.284,-118.473,391,31,2246.06,1.33,50.31,465.0,51.89,19.0,2180.16,2323.65,...
2017-04-24T15Z,2017,4,24,15,2017-04-24T15:09:00Z,2017-04-24T15:29:00Z,2017-04-24T15:19:00Z,34.284,-118.473,391,31,2220.02,1.27,19.09,466.0,19.48,19.0,2197.15,2248.78,...
2017-04-24T16Z,2017,4,24,16,2017-04-24T16:09:00Z,2017-04-24T16:29:00Z,2017-04-24T16:19:00Z,34.284,-118.473,391,31,2170.18,1.15,6.32,467.0,5.19,19.0,2162.66,2179.19,...
2017-04-24T17Z,2017,4,24,17,2017-04-24T17:09:00Z,2017-04-24T17:29:00Z,2017-04-24T17:19:00Z,34.284,-118.473,391,31,2100.23,1.01,38.76,469.0,34.82,19.0,2060.66,2191.78,...
2017-04-24T18Z,2017,4,24,18,2017-04-24T18:09:00Z,2017-04-24T18:29:00Z,2017-04-24T18:19:00Z,34.284,-118.473,391,31,2056.53,0.92,9.83,469.0,9.09,19.0,2047.82,2083.69,...
2017-04-24T19Z,2017,4,24,19,2017-04-24T19:09:00Z,2017-04-24T19:29:00Z,2017-04-24T19:19:00Z,34.284,-118.473,391,31,2064.22,0.94,28.42,471.0,23.24,19.0,2043.66,2138.33,...
2017-04-24T20Z,2017,4,24,20,2017-04-24T20:09:00Z,2017-04-24T20:29:00Z,2017-04-24T20:19:00Z,34.284,-118.473,391,31,2013.99,0.85,13.99,472.0,12.45,19.0,2006.45,2055.01,...
2017-04-24T21Z,2017,4,24,21,2017-04-24T21:09:00Z,2017-04-24T21:29:00Z,2017-04-24T21:19:00Z,34.284,-118.473,391,31,1995.22,0.83,3.03,472.0,2.82,19.0,1991.73,2002.3,...
2017-04-24T22Z,2017,4,24,22,2017-04-24T22:09:00Z,2017-04-24T22:29:00Z,2017-04-24T22:19:00Z,34.284,-118.473,391,31,1983.29,0.81,1.12,474.0,1.09,19.0,1981.73,1985.62,...
2017-04-24T23Z,2017,4,24,23,2017-04-24T23:29:00Z,2017-04-24T23:49:00Z,2017-04-24T23:39:00Z,34.284,-118.473,391,31,1984.79,0.81,1.57,474.0,1.49,19.0,1982.5,1987.5,...
2017-04-25T00Z,2017,4,25,0,2017-04-25T00:29:00Z,2017-04-25T00:49:00Z,2017-04-25T00:39:00Z,34.284,-118.473,391,31,1987.93,0.82,0.99,476.0,0.86,19.0,1986.69,1990.06,...
2017-04-25T01Z,2017,4,25,1,2017-04-25T01:29:00Z,2017-04-25T01:49:00Z,2017-04-25T01:39:00Z,34.284,-118.473,391,31,1993.79,0.82,3.25,477.0,3.3,19.0,1987.89,1999.11,...
2017-04-25T02Z,2017,4,25,2,2017-04-25T02:29:00Z,2017-04-25T02:49:00Z,2017-04-25T02:39:00Z,34.284,-118.473,391,31,1987.74,0.82,21.1,476.0,21.48,19.0,1959.41,2007.95,...
2017-04-25T03Z,2017,4,25,3,2017-04-25T03:30:00Z,2017-04-25T03:49:00Z,2017-04-25T03:39:30Z,34.284,-118.473,391,31,1980.66,0.81,2.26,478.0,2.32,19.0,1977.05,1984.31,...
2017-04-25T04Z,2017,4,25,4,2017-04-25T04:30:00Z,2017-04-25T04:49:00Z,2017-04-25T04:39:30Z,34.284,-118.473,391,31,1977.91,0.81,1.35,478.0,1.3,19.0,1976.04,1980.69,...
2017-04-25T05Z,2017,4,25,5,2017-04-25T05:30:00Z,2017-04-25T05:49:00Z,2017-04-25T05:39:30Z,34.284,-118.473,391,31,1973.77,0.8,1.85,478.0,1.82,19.0,1970.87,1976.48,...
2017-04-25T06Z,2017,4,25,6,2017-04-25T06:50:00Z,2017-04-25T06:59:00Z,2017-04-25T06:54:30Z,34.284,-118.473,391,31,1958.27,0.78,1.36,228.0,1.41,9.0,1956.07,1959.68,...
2017-04-25T07Z,2017,4,25,7,2017-04-25T07:00:00Z,2017-04-25T07:59:00Z,2017-04-25T07:29:30Z,34.284,-118.473,391,31,1961.54,0.79,1.12,481.0,1.11,19.0,1959.81,1963.48,...
2017-04-25T08Z,2017,4,25,8,2017-04-25T08:00:00Z,2017-04-25T08:59:00Z,2017-04-25T08:29:30Z,34.284,-118.473,391,31,1961.06,0.79,3.22,482.0,3.26,19.0,1956.62,1967.75,...
2017-04-25T09Z,2017,4,25,9,2017-04-25T09:00:00Z,2017-04-25T09:59:00Z,2017-04-25T09:29:30Z,34.284,-118.473,391,31,1957.51,0.78,1.45,481.0,1.44,19.0,1955.4,1959.32,...
2017-04-25T10Z,2017,4,25,10,2017-04-25T10:00:00Z,2017-04-25T10:59:00Z,2017-04-25T10:29:30Z,34.284,-118.473,391,31,1954.63,0.78,3.37,480.0,3.42,19.0,1949.28,1958.46,...
2017-04-25T11Z,2017,4,25,11,2017-04-25T11:00:00Z,2017-04-25T11:09:00Z,2017-04-25T11:04:30Z,34.284,-118.473,391,31,1947.76,0.78,1.21,253.0,1.12,10.0,1945.6,1948.92,...
2017-04-25T12Z,2017,4,25,12,2017-04-25T12:10:00Z,2017-04-25T12:30:00Z,2017-04-25T12:20:00Z,34.284,-118.473,391,31,1943.73,0.77,2.34,487.0,2.41,20.0,1940.86,1947.17,...
2017-04-25T13Z,2017,4,25,13,2017-04-25T13:10:00Z,2017-04-25T13:30:00Z,2017-04-25T13:20:00Z,34.284,-118.473,391,31,2010.15,0.86,40.61,487.0,39.35,20.0,1951.15,2059.14,...
2017-04-25T14Z,2017,4,25,14,2017-04-25T14:10:00Z,2017-04-25T14:30:00Z,2017-04-25T14:20:00Z,34.284,-118.473,391,31,2049.49,0.93,47.66,489.0,48.36,20.0,1951.53,2104.27,...
